Provence-Alpes-Côte-d'Azur,1990,0.0708
Provence-Alpes-Côte-d'Azur,1991,0.0483
Provence-Alpes-Côte-d'Azur,1992,0.0338
Provence-Alpes-Côte-d'Azur,1993,0.0732
Provence-Alpes-Côte-d'Azur,1994,0.0387
Provence-Alpes-Côte-d'Azur,1995,0.0652
Provence-Alpes-Côte-d'Azur,1996,0.0552
Provence-Alpes-Côte-d'Azur,1997,0.0469
Provence-Alpes-Côte-d'Azur,1998,0.0763
Provence-Alpes-Côte-d'Azur,1999,0.0649
Provence-Alpes-Côte-d'Azur,2000,0.0367
Provence-Alpes-Côte-d'Azur,2001,0.0392
Provence-Alpes-Côte-d'Azur,2002,0.0351
Provence-Alpes-Côte-d'Azur,2003,0.0435
Provence-Alpes-Côte-d'Azur,2004,0.0495
Provence-Alpes-Côte-d'Azur,2005,0.0285
Provence-Alpes-Côte-d'Azur,2006,0.0512
Provence-Alpes-Côte-d'Azur,2007,0.0427
Provence-Alpes-Côte-d'Azur,2008,0.0411
Rhône-Alpes,1984,0.0747
Rhône-Alpes,1985,0.0743
Rhône-Alpes,1986,0.0558
Rhône-Alpes,1987,0.0475
Rhône-Alpes,1988,0.0872
Rhône-Alpes,1989,0.0913
Rhône-Alpes,1990,0.029
Rhône-Alpes,1991,0.0503
Rhône-Alpes,1992,0.0561
Rhône-Alpes,1993,0.0732
Rhône-Alpes,1994,0.0344
Rhône-Alpes,1995,0.0634
Rhône-Alpes,1996,0.099
Rhône-Alpes,1997,0.0609
Rhône-Alpes,1998,0.085
Rhône-Alpes,1999,0.0722
Rhône-Alpes,2000,0.0726
Rhône-Alpes,2001,0.0894
Rhône-Alpes,2002,0.0712
Rhône-Alpes,2003,0.0747
Rhône-Alpes,2004,0.0962
Rhône-Alpes,2005,0.0614
Rhône-Alpes,2006,0.0544
Rhône-Alpes,2007,0.083
Rhône-Alpes,2008,0.0976
